Chromosome	Arm	Segment_ID	Start	End	Midpoint	n_bins	segment_bp	C2_1806_PT	C4_1806_PT	C2C4_1806	expected_additive	residual	classification	is_informative	low_bin_count	C2_1806_PT__medratio	C4_1806_PT__medratio	C2C4_1806__medratio	min_distance_from_boundary	near_rounding_boundary	subclone_region_overlap	subclone_overlap_detail	C2_1806_PT__cn_cont	C4_1806_PT__cn_cont	C2C4_1806__cn_cont	expected_additive_cont	log2_residual
1	1p	1	1000001	2500000	1750000.5	3	1500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	1.45766	1.49824	1.26607	0.4060240769079684	False	False		2.924800541967157	2.993813936986525	5.093975923092032	5.918614478953682	-0.1983878666887193
1	1p	2	2500001	3000000	2750000.5	1	500000	3.0	4.0	8.0	7.0	1.0	over	True	True	1.45766	2.12271	1.91897	0.22088982215510722	False	False		2.924800541967157	4.241642715573384	7.720889822155107	7.166443257540541	0.10073714432160859
1	1p	3	3000001	15500000	9250000.5	25	12500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	1.45766	1.4355199999999997	1.23679	0.3684855449213047	False	False		2.924800541967157	2.8684855449213047	4.976169154881637	5.793286086888462	-0.20064651688094762
1	1p	4	15500001	16500000	16000000.5	2	1000000	3.0	2.0	4.0	5.0	-1.0	under	True	True	1.45766	1.04728	1.01862	0.4016280657625515	False	False		2.924800541967157	2.0926964037318774	4.0983719342374485	5.017496945699035	-0.26289076430635416
1	1p	5	16500001	17000000	16750000.5	1	500000	4.0	5.0	9.0	9.0	0.0	match	True	True	2.24449	2.30415	2.27934	0.0035780418203588127	True	False		4.503578041820359	4.604199849762056	9.170822372017811	9.107777891582415	0.009435776691333532
1	1p	6	17000001	23000000	20000000.5	12	6000000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.0055700000000003	1.03087	1.02497	0.3760791252524429	False	False		2.017680173007365	2.059905604723742	4.123920874747557	4.077585777731107	0.014529790009482563
1	1p	7	23000001	24500000	23750000.5	3	1500000	2.0	3.0	6.0	5.0	1.0	over	True	False	1.00557	1.57203	1.4683400000000002	0.35873736960638647	False	False		2.0176801730073644	3.1412626303936135	5.907800206080987	5.158942803400977	0.17929660975592668
1	1p	8	24500001	120000000	72250000.5	189	94500000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.0055700000000005	1.01467	1.01264	0.4256883278492385	False	False		2.0176801730073652	2.027534432028325	4.0743116721507615	4.0452146050356905	0.00920625383474489
1	1p	9	120000001	121500000	120750000.5	3	1500000	2.0	2.0	3.0	4.0	-1.0	under	False	False	1.00557	0.805325	0.852983	0.06806111446696406	True	False		2.0176801730073644	1.609216953761529	3.431938885533036	3.6268971267688936	-0.06981657809282796
1	1q	10	144000001	173000000	158500000.5	56	28000000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.0105699999999997	1.01074	0.989534	0.47228730726249646	False	False		2.0277126927375035	2.0196814253188813	3.981345716335551	4.047394118056385	-0.02110801799081579
1	1q	11	173000001	228500000	200750000.5	110	55000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.5084799999999996	1.5500700000000005	1.4856900000000002	0.4026182925935067	False	False		3.026771072504299	3.0973817074064933	5.977607153773963	6.124152779910792	-0.0322749717070314
1	1q	12	228500001	229000000	228750000.5	1	500000	3.0	3.0	8.0	6.0	2.0	over	False	True	1.50848	1.55007	2.05823	0.21880380690979706	False	False		3.0267710725043	3.0973817074064924	8.281196193090203	6.124152779910792	0.4066815324751383
1	1q	13	229000001	232000000	230500000.5	6	3000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.5084800000000003	1.55007	1.46073	0.37718171202083983	False	False		3.0267710725043004	3.0973817074064924	5.87718171202084	6.124152779910792	-0.0548169575649856
1	1q	14	232000001	232500000	232250000.5	1	500000	3.0	2.0	6.0	5.0	1.0	over	True	True	1.50848	0.986807	1.46073	0.37718171202083983	False	False		3.0267710725043	1.9718580132127443	5.87718171202084	4.998629085717044	0.21384701830266728
1	1q	15	232500001	248500000	240500000.5	31	15500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.5084799999999996	1.4622000000000006	1.4607299999999996	0.37718171202083806	False	False		3.026771072504299	2.921798068841907	5.877181712020838	5.948569141346207	-0.016060089581424596
2	2p	1	1	26000000	13000000.5	45	22500000	1.0	2.0	3.0	3.0	0.0	match	True	False	0.482177	0.8775210000000001	0.694295	0.25348048363303133	False	False		0.9674900531839373	1.7534804836330313	2.7934648270026003	2.7209705368169685	0.03211067873491479
2	2p	2	26000001	27500000	26750000.5	3	1500000	5.0	5.0	10.0	10.0	0.0	match	False	False	2.59907	2.59028	2.48566	0.2849557889970358	False	False		5.215044211002964	5.175950691943518	10.00094164856046	10.390994902946481	-0.05261704750827334
2	2p	3	27500001	28000000	27750000.5	1	500000	6.0	5.0	10.0	11.0	-1.0	under	True	True	3.15759	2.59028	2.48566	0.16428320506148442	False	False		6.335716794938516	5.175950691943518	10.00094164856046	11.511667486882033	-0.19391773898138878
2	2p	4	28000001	36000000	32000000.5	14	7000000	5.0	5.0	10.0	10.0	0.0	match	False	False	2.4637999999999995	2.59028	2.48566	0.32404930805648213	False	False		4.943624422223757	5.175950691943518	10.00094164856046	10.119575114167276	-0.016207341367990236
2	2p	5	36500001	41000000	38750000.5	9	4500000	4.0	5.0	9.0	9.0	0.0	match	True	False	2.01917	2.59028	2.20934	0.32404930805648213	False	False		4.051472572701333	5.175950691943518	8.889180508126842	9.227423264644852	-0.05105845015206345
2	2p	6	41000001	43000000	42000000.5	4	2000000	4.0	3.0	9.0	7.0	2.0	over	True	False	2.01917	1.52997	2.20934	0.3891805081268416	False	False		4.051472572701333	3.057217474617734	8.889180508126842	7.108690047319067	0.30335115127475043
2	2p	7	43000001	43500000	43250000.5	1	500000	4.0	3.0	6.0	7.0	-1.0	under	True	True	2.01917	1.52997	1.4863	0.4427825253822659	False	False		4.051472572701333	3.057217474617734	5.980061461445012	7.108690047319067	-0.23164059632504255
2	2p	8	43500001	74500000	59000000.5	60	30000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.4952399999999997	1.5299700000000007	1.4863	0.4427825253822646	False	False		3.0002049602588885	3.0572174746177354	5.980061461445012	6.057422434876624	-0.017121340823628255
2	2p	9	74500001	75000000	74750000.5	1	500000	2.0	3.0	2.0	5.0	-3.0	under	True	True	0.912568	1.52997	0.546667	0.30050981703306157	False	False		1.8310712930188693	3.057217474617734	2.1994901829669384	4.888288767636603	-0.9971401991176007
2	2p	10	75000001	77000000	76000000.5	4	2000000	2.0	1.0	2.0	3.0	-1.0	under	True	False	0.912568	0.552169	0.546667	0.30050981703306157	False	False		1.8310712930188693	1.1033554355589976	2.1994901829669384	2.9344267285778667	-0.34738233552392556
2	2p	11	77000001	85000000	81000000.5	16	8000000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.472922	0.552169	0.546667	0.30050981703306157	False	False		0.9489198591634483	1.1033554355589976	2.1994901829669384	2.052275294722446	0.08090302010690059
2	2p	12	85000001	85500000	85250000.5	1	500000	4.0	1.0	2.0	5.0	-3.0	under	True	True	2.05822	0.552169	0.546667	0.30050981703306157	False	False		4.129826551793726	1.1033554355589976	2.1994901829669384	5.233181987352723	-1.0866491047134894
2	2p	13	85500001	88500000	87000000.5	3	1500000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.589511	0.552169	0.546667	0.30050981703306157	False	False		1.1828561477269055	1.1033554355589976	2.1994901829669384	2.286211583285903	-0.04561784926483173
2	2q	14	95000001	100000000	97500000.5	6	3000000	3.0	2.0	5.0	5.0	0.0	match	True	False	1.49557	1.0007400000000002	1.2636199999999997	0.4158815421441533	False	False		3.0008671065610786	1.9996992199513401	5.084118457855847	5.000566326512419	0.021749383194406103
2	2q	15	100000001	101500000	100750000.5	3	1500000	6.0	2.0	10.0	8.0	2.0	over	True	False	2.9599500000000005	1.00074	2.50942	0.4034610559245486	False	False		5.939151355045545	1.9996992199513397	10.096538944075451	7.938850574996884	0.3284747135086206
