Chromosome	Start	Ratio	MedianRatio	CopyNumber	Subclone_CN	Subclone_Population
1	1	-1	-1	-1	3	0.321971
1	500001	0.775459	0.647841	4	3	0.321971
1	1000001	0.786906	0.647841	4	3	0.321971
1	1500001	0.696942	0.647841	4	3	0.321971
1	2000001	0.709768	0.647841	4	3	0.321971
1	2500001	0.873788	0.647841	4	3	0.321971
1	3000001	0.703525	0.647841	4	3	0.321971
1	3500001	0.629382	0.647841	4	3	0.321971
1	4000001	0.62211	0.647841	4	3	0.321971
1	4500001	0.59541	0.647841	4	3	0.321971
1	5000001	0.634594	0.647841	4	3	0.321971
1	5500001	0.625099	0.647841	4	3	0.321971
1	6000001	0.667717	0.647841	4	3	0.321971
1	6500001	0.639727	0.647841	4	3	0.321971
1	7000001	0.648739	0.647841	4	3	0.321971
1	7500001	0.633983	0.647841	4	3	0.321971
1	8000001	0.618074	0.647841	4	3	0.321971
1	8500001	0.642755	0.647841	4	3	0.321971
1	9000001	0.6699	0.647841	4	3	0.321971
1	9500001	0.660566	0.647841	4	3	0.321971
1	10000001	0.652027	0.647841	4	3	0.321971
1	10500001	0.654234	0.647841	4	3	0.321971
1	11000001	0.639676	0.647841	4	3	0.321971
1	11500001	0.629821	0.647841	4	3	0.321971
1	12000001	0.644405	0.647841	4	3	0.321971
1	12500001	0.621801	0.647841	4	3	0.321971
1	13000001	0.636159	0.647841	4	3	0.321971
1	13500001	0.609692	0.647841	4	3	0.321971
1	14000001	0.633532	0.647841	4	3	0.321971
1	14500001	0.653369	0.647841	4	3	0.321971
1	15000001	0.642965	0.647841	4	3	0.321971
1	15500001	0.655621	0.647841	4	3	0.321971
1	16000001	0.66333	0.647841	4	3	0.321971
1	16500001	1.0232	0.647841	4	3	0.321971
1	17000001	0.620601	0.647841	4	3	0.321971
1	17500001	0.654435	0.647841	4	3	0.321971
1	18000001	0.640368	0.647841	4	3	0.321971
1	18500001	0.66234	0.647841	4	3	0.321971
1	19000001	0.66706	0.647841	4	3	0.321971
1	19500001	0.63235	0.647841	4	3	0.321971
1	20000001	0.651586	0.647841	4	3	0.321971
1	20500001	0.647654	0.647841	4	3	0.321971
1	21000001	0.66146	0.647841	4	3	0.321971
1	21500001	0.660192	0.647841	4	3	0.321971
1	22000001	0.634817	0.647841	4	3	0.321971
1	22500001	0.666283	0.647841	4	3	0.321971
1	23000001	0.66234	0.647841	4	3	0.321971
1	23500001	0.635384	0.647841	4	3	0.321971
1	24000001	0.67899	0.647841	4	3	0.321971
1	24500001	0.661814	0.647841	4	3	0.321971
1	25000001	0.606997	0.647841	4	3	0.321971
1	25500001	0.638102	0.647841	4	3	0.321971
1	26000001	0.662315	0.647841	4	3	0.321971
1	26500001	0.625505	0.647841	4	3	0.321971
1	27000001	0.621347	0.647841	4	3	0.321971
1	27500001	0.653082	0.647841	4	3	0.321971
1	28000001	0.632204	0.647841	4	3	0.321971
1	28500001	0.629206	0.647841	4	3	0.321971
1	29000001	0.658187	0.647841	4	3	0.321971
1	29500001	0.636048	0.647841	4	3	0.321971
1	30000001	0.633448	0.647841	4	3	0.321971
1	30500001	0.664917	0.647841	4	3	0.321971
1	31000001	0.678316	0.647841	4	3	0.321971
1	31500001	0.668806	0.647841	4	3	0.321971
1	32000001	0.649285	0.647841	4	3	0.321971
1	32500001	0.654977	0.647841	4	3	0.321971
1	33000001	0.64685	0.647841	4	3	0.321971
1	33500001	0.638982	0.647841	4	3	0.321971
1	34000001	0.628393	0.647841	4	3	0.321971
1	34500001	0.62575	0.647841	4	3	0.321971
1	35000001	0.642245	0.647841	4	3	0.321971
1	35500001	0.629055	0.647841	4	3	0.321971
1	36000001	0.61925	0.647841	4	3	0.321971
1	36500001	0.633456	0.647841	4	3	0.321971
1	37000001	0.644358	0.647841	4	3	0.321971
1	37500001	0.638776	0.647841	4	3	0.321971
1	38000001	0.652829	0.647841	4	3	0.321971
1	38500001	0.651285	0.647841	4	3	0.321971
1	39000001	0.63378	0.647841	4	3	0.321971
1	39500001	0.663109	0.647841	4	3	0.321971
1	40000001	0.657437	0.647841	4	3	0.321971
1	40500001	0.688998	0.647841	4	3	0.321971
1	41000001	0.642812	0.647841	4	3	0.321971
1	41500001	0.672397	0.647841	4	3	0.321971
1	42000001	0.63935	0.647841	4	3	0.321971
