Chromosome	Arm	Segment_ID	Start	End	Midpoint	n_bins	segment_bp	C5_1806_PT	C2_1806_PT	C5C2_1806	expected_additive	residual	classification	is_informative	low_bin_count	C5_1806_PT__medratio	C2_1806_PT__medratio	C5C2_1806__medratio	min_distance_from_boundary	near_rounding_boundary	subclone_region_overlap	subclone_overlap_detail	C5_1806_PT__cn_cont	C2_1806_PT__cn_cont	C5C2_1806__cn_cont	expected_additive_cont	log2_residual
1	1p	1	1000001	2500000	1750000.5	3	1500000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.44044	1.45766	1.4433999999999998	0.26390947293295497	False	False		2.8833356070254306	2.924926476015996	5.763909472932955	5.808262083041427	-0.010179236868611883
1	1p	2	2500001	3000000	2750000.5	1	500000	3.0	3.0	8.0	6.0	2.0	over	False	True	1.44044	1.45766	2.01633	0.38333560702543057	False	False		2.8833356070254306	2.924926476015996	8.051783003712696	5.808262083041427	0.4389826464362326
1	1p	3	3000001	15500000	9250000.5	25	12500000	3.0	3.0	5.0	6.0	-1.0	under	False	False	1.4404400000000002	1.45766	1.34999	0.10910340213055214	True	False		2.883335607025431	2.924926476015996	5.390896597869448	5.808262083041427	-0.0987553697911488
1	1p	4	15500001	16500000	16000000.5	2	1000000	3.0	3.0	4.0	6.0	-2.0	under	False	True	1.44044	1.45766	0.932682	0.2244662706346512	False	False		2.8833356070254306	2.924926476015996	3.724466270634651	5.808262083041427	-0.5784735202778688
1	1p	5	16500001	17000000	16750000.5	1	500000	5.0	4.0	8.0	9.0	-1.0	under	True	True	2.29037	2.24449	1.92712	0.003771953784245774	True	False		4.584644535185662	4.503771953784246	7.695541931189246	9.088416488969909	-0.226453225368672
1	1p	6	17000001	23000000	20000000.5	12	6000000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.0123	1.0055700000000003	0.92704	0.20193614922250758	False	False		2.026325730326736	2.0177670488916526	3.7019361492225076	4.0440927792183885	-0.11293805181722026
1	1p	7	23000001	24000000	23500000.5	2	1000000	2.0	2.0	6.0	4.0	2.0	over	False	True	1.0123	1.00557	1.49654	0.4736742696732641	False	False		2.026325730326736	2.017767048891652	5.976112707927869	4.0440927792183885	0.5111358025685877
1	1p	8	24000001	24500000	24250000.5	1	500000	2.0	2.0	5.0	4.0	1.0	over	False	True	1.0123	1.00557	1.18073	0.21499295550514752	False	False		2.026325730326736	2.017767048891652	4.7149929555051475	4.0440927792183885	0.19867301249701091
1	1p	9	24500001	120000000	72250000.5	189	94500000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.0122999999999998	1.0055700000000005	0.9362516190476192	0.23872078154176934	False	False		2.0263257303267355	2.017767048891653	3.7387207815417693	4.0440927792183885	-0.1003633569713789
1	1p	10	120000001	121500000	120750000.5	3	1500000	2.0	2.0	3.0	4.0	-1.0	under	False	False	1.0123	1.00557	0.8299660000000001	0.18570812691404015	False	False		2.026325730326736	2.017767048891652	3.31429187308596	4.0440927792183885	-0.2525770472217061
1	1q	11	144000001	173000000	158500000.5	56	28000000	2.0	2.0	4.0	4.0	0.0	match	False	False	1.10238	1.0105699999999997	1.00441	0.2933607047341824	False	True	parent_a:C5_1806_PT,CN=3,gain,pop=0.1990; parent_a:C5_1806_PT,CN=4,gain,pop=0.2019	2.2066392952658176	2.0278000005951213	4.0108967117282734	4.234439295860939	-0.06977932374631328
1	1q	12	173000001	228500000	200750000.5	110	55000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.6064800000000004	1.5084799999999996	1.5278800000000006	0.28430133433241567	False	True	parent_a:C5_1806_PT,CN=4,gain,pop=0.2019	3.2156986656675843	3.026901397130064	6.1012623011672495	6.242600062797648	-0.030563102074059767
1	1q	13	228500001	229000000	228750000.5	1	500000	3.0	3.0	8.0	6.0	2.0	over	False	True	1.60648	1.50848	2.02262	0.28430133433241656	False	True	parent_a:C5_1806_PT,CN=4,gain,pop=0.2019	3.2156986656675834	3.026901397130065	8.076900774659592	6.242600062797648	0.3471514036133056
1	1q	14	229000001	248500000	238750000.5	38	19000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.6064799999999995	1.5084799999999998	1.4743300000000001	0.28430133433241744	False	True	parent_a:C5_1806_PT,CN=4,gain,pop=0.2019	3.2156986656675826	3.0269013971300645	5.88742181878152	6.2426000627976475	-0.07807129901592007
2	2p	1	1	15000000	7500000.5	24	12000000	2.0	1.0	3.0	3.0	0.0	match	True	False	0.9332874166666666	0.482177	0.714426	0.3529075717816266	False	False		1.868165866029671	0.9675317107048044	2.8529075717816266	2.8356975767344754	0.007424217381673125
2	2p	2	15000001	25500000	20250000.5	20	10000000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.49790900000000005	0.48217699999999997	0.4916680000000001	0.46337109792018927	False	False		0.9966668162217276	0.9675317107048043	1.9633710979201893	1.9641985269265319	-0.0004845097385690946
2	2p	3	25500001	26000000	25750000.5	1	500000	2.0	1.0	2.0	3.0	-1.0	under	True	True	1.10908	0.482177	0.491668	0.27994928283040954	False	False		2.2200507171695905	0.9675317107048044	1.9633710979201888	3.187582427874395	-0.5820413170443719
2	2p	4	26000001	27000000	26500000.5	2	1000000	5.0	5.0	10.0	10.0	0.0	match	False	True	2.60282	2.59907	2.57867	0.20263236762642123	False	False		5.210077187996675	5.21526875678752	10.297367632373579	10.425345944784194	-0.016999332261802422
2	2p	5	27000001	27500000	27250000.5	1	500000	6.0	5.0	10.0	11.0	-1.0	under	True	True	3.13085	2.59907	2.57867	0.20263236762642123	False	False		6.267037353347289	5.21526875678752	10.297367632373579	11.48230611013481	-0.15022596510068312
2	2p	6	27500001	28000000	27750000.5	1	500000	6.0	6.0	12.0	12.0	0.0	match	False	True	3.13085	3.15759	3.12349	0.027010115275489355	True	False		6.267037353347289	6.335989593871925	12.47298988472451	12.603026947219213	-0.014389113304763796
2	2p	7	28000001	33500000	30750000.5	10	5000000	5.0	5.0	10.0	10.0	0.0	match	False	False	2.53857	2.4638	2.37526	0.01490673778666185	True	False		5.08146765705378	4.943837281401843	9.485093262213338	10.025304938455623	-0.07601422373992692
2	2p	8	34000001	36000000	35000000.5	4	2000000	4.0	5.0	10.0	9.0	1.0	over	True	False	2.2379	2.4638	2.37526	0.01490673778666185	True	False		4.479615086336266	4.943837281401843	9.485093262213338	9.42345236773811	0.008933781362214387
2	2p	9	36500001	43500000	40000000.5	14	7000000	4.0	4.0	8.0	8.0	0.0	match	False	False	2.082148571428571	2.0191699999999995	2.0544499999999997	0.2959929218046913	False	False		4.167846710114362	4.051647018219075	8.204007078195309	8.219493728333436	-0.002564641800303237
2	2p	10	43500001	74500000	59000000.5	60	30000000	3.0	3.0	6.0	6.0	0.0	match	False	False	1.52723	1.4952399999999997	1.4561099999999998	0.31466414204822346	False	False		3.0570635632983314	3.000334141019276	5.8146641420482235	6.057397704317607	-0.054417393109206576
2	2p	11	74500001	75000000	74750000.5	1	500000	2.0	2.0	6.0	4.0	2.0	over	False	True	0.906811	0.912568	1.45611	0.31466414204822435	False	False		1.8151678967137388	1.83115013402643	5.814664142048224	3.6463180307401686	0.6068752252169571
2	2p	12	75000001	77000000	76000000.5	4	2000000	2.0	2.0	2.0	4.0	-2.0	under	False	False	0.906811	0.912568	0.530006	0.3151678967137388	False	False		1.8151678967137388	1.83115013402643	2.116465708820358	3.6463180307401686	-0.6642114269992014
2	2p	13	77000001	83500000	80250000.5	13	6500000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.4721580000000001	0.4729219999999999	0.5300060000000001	0.3835342911796418	False	False		0.94512091690172	0.9489607171016813	2.1164657088203582	1.8940816340034012	0.12814700473465987
2	2p	14	83500001	85000000	84250000.5	3	1500000	2.0	1.0	2.0	3.0	-1.0	under	True	False	0.921935	0.472922	0.530006	0.34544167953055327	False	False		1.8454416795305533	0.9489607171016815	2.116465708820358	2.794402396632235	-0.3323974333873045
2	2p	15	85000001	85500000	85250000.5	1	500000	4.0	4.0	8.0	8.0	0.0	match	False	True	2.08791	2.05822	1.94462	0.26542444177281777	False	False		4.1793793891203155	4.130004371023177	7.765424441772818	8.309383760143493	-0.0919521963703561
2	2p	16	85500001	88500000	87000000.5	3	1500000	1.0	1.0	2.0	2.0	0.0	match	False	False	0.583786	0.589511	0.577867	0.19241161466305368	False	False		1.168567216047144	1.1829070783328526	2.3075883853369463	2.3514742943799964	-0.022376586441367433
2	2q	17	95000001	100000000	97500000.5	6	3000000	2.0	3.0	5.0	5.0	0.0	match	True	False	1.01323	1.49557	1.24242	0.46133878852803356	False	False		2.0281873157551704	3.0009963158317055	4.961338788528034	5.029183631586876	-0.017811830628721652
2	2q	18	100000001	101500000	100750000.5	3	1500000	4.0	6.0	10.0	10.0	0.0	match	True	False	2.04928	2.9599500000000005	2.39515	0.06451972709946752	True	False		4.1020535341736375	5.939407078937166	9.564519727099468	10.041460613110804	-0.06679644970094392
2	2q	19	101500001	151500000	126500000.5	87	43500000	2.0	3.0	4.0	5.0	-1.0	under	True	False	1.0019000000000005	1.4667100000000004	0.9979940000000005	0.4430861185992776	False	False		2.0055080008044626	2.9430861185992776	3.985275786705179	4.94859411940374	-0.2806873295997206
