Chromosome	Start	Ratio	MedianRatio	CopyNumber	Subclone_CN	Subclone_Population
1	1	-1	-1	-1	0	0
1	500001	0.907655	0.677921	2	0	0
1	1000001	0.667628	0.677921	2	0	0
1	1500001	0.72902	0.677921	2	0	0
1	2000001	0.668742	0.677921	2	0	0
1	2500001	0.910739	0.677921	2	0	0
1	3000001	0.744201	0.677921	2	0	0
1	3500001	0.693338	0.677921	2	0	0
1	4000001	0.699792	0.677921	2	0	0
1	4500001	0.66363	0.677921	2	0	0
1	5000001	0.674575	0.677921	2	0	0
1	5500001	0.680978	0.677921	2	0	0
1	6000001	0.691319	0.677921	2	0	0
1	6500001	0.613617	0.677921	2	0	0
1	7000001	0.695311	0.677921	2	0	0
1	7500001	0.681931	0.677921	2	0	0
1	8000001	0.667508	0.677921	2	0	0
1	8500001	0.650741	0.677921	2	0	0
1	9000001	0.659506	0.677921	2	0	0
1	9500001	0.665434	0.677921	2	0	0
1	10000001	0.62882	0.677921	2	0	0
1	10500001	0.66571	0.677921	2	0	0
1	11000001	0.675593	0.677921	2	0	0
1	11500001	0.713332	0.677921	2	0	0
1	12000001	0.654797	0.677921	2	0	0
1	12500001	0.68025	0.677921	2	0	0
1	13000001	0.680382	0.677921	2	0	0
1	13500001	0.637981	0.677921	2	0	0
1	14000001	0.639968	0.677921	2	0	0
1	14500001	0.697455	0.677921	2	0	0
1	15000001	0.681118	0.677921	2	0	0
1	15500001	0.664316	0.677921	2	0	0
1	16000001	0.707857	0.677921	2	0	0
1	16500001	1.10528	1.10528	3	0	0
1	17000001	0.711879	0.676477	2	0	0
1	17500001	0.735444	0.676477	2	0	0
1	18000001	0.734514	0.676477	2	0	0
1	18500001	0.752438	0.676477	2	0	0
1	19000001	0.682649	0.676477	2	0	0
1	19500001	0.667946	0.676477	2	0	0
1	20000001	0.71163	0.676477	2	0	0
1	20500001	0.675054	0.676477	2	0	0
1	21000001	0.648205	0.676477	2	0	0
1	21500001	0.675461	0.676477	2	0	0
1	22000001	0.690567	0.676477	2	0	0
1	22500001	0.695544	0.676477	2	0	0
1	23000001	0.683629	0.676477	2	0	0
1	23500001	0.686744	0.676477	2	0	0
1	24000001	0.689135	0.676477	2	0	0
1	24500001	0.617012	0.676477	2	0	0
1	25000001	0.606185	0.676477	2	0	0
1	25500001	0.671988	0.676477	2	0	0
1	26000001	0.68966	0.676477	2	0	0
1	26500001	0.662704	0.676477	2	0	0
1	27000001	0.64233	0.676477	2	0	0
1	27500001	0.686484	0.676477	2	0	0
1	28000001	0.65346	0.676477	2	0	0
1	28500001	0.611703	0.676477	2	0	0
1	29000001	0.668978	0.676477	2	0	0
1	29500001	0.701371	0.676477	2	0	0
1	30000001	0.715768	0.676477	2	0	0
1	30500001	0.717017	0.676477	2	0	0
1	31000001	0.663747	0.676477	2	0	0
1	31500001	0.703819	0.676477	2	0	0
1	32000001	0.668426	0.676477	2	0	0
1	32500001	0.67354	0.676477	2	0	0
1	33000001	0.687214	0.676477	2	0	0
1	33500001	0.688182	0.676477	2	0	0
1	34000001	0.672122	0.676477	2	0	0
1	34500001	0.685793	0.676477	2	0	0
1	35000001	0.634417	0.676477	2	0	0
1	35500001	0.657352	0.676477	2	0	0
1	36000001	0.656731	0.676477	2	0	0
1	36500001	0.694119	0.676477	2	0	0
