Chromosome	Start	Ratio	MedianRatio	CopyNumber	Subclone_CN	Subclone_Population
1	1	-1	-1	-1	0	0
1	500001	0.81933	0.696263	4	0	0
1	1000001	0.702138	0.696263	4	0	0
1	1500001	0.690387	0.696263	4	0	0
1	2000001	0.676128	0.696263	4	0	0
1	2500001	0.957987	0.957987	6	0	0
1	3000001	0.742706	0.675132	4	0	0
1	3500001	0.726806	0.675132	4	0	0
1	4000001	0.706217	0.675132	4	0	0
1	4500001	0.692601	0.675132	4	0	0
1	5000001	0.663642	0.675132	4	0	0
1	5500001	0.68217	0.675132	4	0	0
1	6000001	0.681072	0.675132	4	0	0
1	6500001	0.658655	0.675132	4	0	0
1	7000001	0.676452	0.675132	4	0	0
1	7500001	0.698727	0.675132	4	0	0
1	8000001	0.646792	0.675132	4	0	0
1	8500001	0.655982	0.675132	4	0	0
1	9000001	0.667053	0.675132	4	0	0
1	9500001	0.661735	0.675132	4	0	0
1	10000001	0.638133	0.675132	4	0	0
1	10500001	0.652943	0.675132	4	0	0
1	11000001	0.659947	0.675132	4	0	0
1	11500001	0.675427	0.675132	4	0	0
1	12000001	0.660352	0.675132	4	0	0
1	12500001	0.7115	0.675132	4	0	0
1	13000001	0.642708	0.675132	4	0	0
1	13500001	0.647541	0.675132	4	0	0
1	14000001	0.739994	0.675132	4	0	0
1	14500001	0.694382	0.675132	4	0	0
1	15000001	0.675132	0.675132	4	0	0
1	15500001	0.613687	0.675132	4	0	0
1	16000001	0.693863	0.675132	4	0	0
1	16500001	1.13606	1.13606	7	0	0
1	17000001	0.677182	0.677182	4	0	0
1	17500001	0.688811	0.677182	4	0	0
1	18000001	0.747313	0.677182	4	0	0
1	18500001	0.709899	0.677182	4	0	0
1	19000001	0.679324	0.677182	4	0	0
1	19500001	0.660356	0.677182	4	0	0
1	20000001	0.721148	0.677182	4	0	0
1	20500001	0.629049	0.677182	4	0	0
1	21000001	0.63431	0.677182	4	0	0
1	21500001	0.650537	0.677182	4	0	0
1	22000001	0.649656	0.677182	4	0	0
1	22500001	0.720703	0.677182	4	0	0
1	23000001	0.633531	0.677182	4	0	0
1	23500001	0.765695	0.768617	5	0	0
1	24000001	0.839414	0.768617	5	0	0
1	24500001	0.761493	0.768617	5	0	0
1	25000001	0.724339	0.768617	5	0	0
1	25500001	0.814138	0.768617	5	0	0
1	26000001	0.768617	0.768617	5	0	0
1	26500001	0.799593	0.768617	5	0	0
1	27000001	0.752229	0.768617	5	0	0
1	27500001	0.798077	0.768617	5	0	0
1	28000001	0.778927	0.768617	5	0	0
1	28500001	0.765294	0.768617	5	0	0
1	29000001	0.842006	0.842006	5	0	0
1	29500001	0.823758	0.842006	5	0	0
1	30000001	0.901629	0.842006	5	0	0
1	30500001	0.812405	0.842006	5	0	0
1	31000001	0.90577	0.842006	5	0	0
1	31500001	0.979855	0.986171	6	0	0
1	32000001	0.975522	0.986171	6	0	0
1	32500001	0.943379	0.986171	6	0	0
1	33000001	1.00231	0.986171	6	0	0
1	33500001	1.03069	0.986171	6	0	0
1	34000001	0.980487	0.986171	6	0	0
1	34500001	0.966165	0.986171	6	0	0
1	35000001	0.937215	0.986171	6	0	0
1	35500001	0.936365	0.986171	6	0	0
1	36000001	0.935143	0.986171	6	0	0
1	36500001	1.0342	0.986171	6	0	0
1	37000001	1.01843	0.986171	6	0	0
1	37500001	0.982556	0.986171	6	0	0
1	38000001	0.987165	0.986171	6	0	0
1	38500001	0.988843	0.986171	6	0	0
1	39000001	0.930887	0.986171	6	0	0
1	39500001	0.961574	0.986171	6	0	0
1	40000001	0.964837	0.986171	6	0	0
1	40500001	0.969279	0.986171	6	0	0
1	41000001	1.0134	0.986171	6	0	0
1	41500001	1.00949	0.986171	6	0	0
1	42000001	1.02478	0.986171	6	0	0
1	42500001	0.996572	0.986171	6	0	0
1	43000001	0.982135	0.986171	6	0	0
1	43500001	0.961352	0.986171	6	0	0
1	44000001	0.933187	0.986171	6	0	0
1	44500001	0.982069	0.986171	6	0	0
1	45000001	0.971669	0.986171	6	0	0
1	45500001	0.964105	0.986171	6	0	0
1	46000001	0.960151	0.986171	6	0	0
1	46500001	1.03145	0.986171	6	0	0
1	47000001	1.02407	0.986171	6	0	0
1	47500001	1.01441	0.986171	6	0	0
1	48000001	0.974098	0.986171	6	0	0
1	48500001	1.00436	0.986171	6	0	0
1	49000001	0.959639	0.986171	6	0	0
1	49500001	0.966539	0.986171	6	0	0
1	50000001	0.990484	0.986171	6	0	0
1	50500001	0.952092	0.986171	6	0	0
1	51000001	1.02084	0.986171	6	0	0
1	51500001	0.965736	0.986171	6	0	0
1	52000001	0.923211	0.986171	6	0	0
1	52500001	0.91432	0.986171	6	0	0
1	53000001	0.986788	0.986171	6	0	0
1	53500001	0.921032	0.986171	6	0	0
1	54000001	1.00349	0.986171	6	0	0
1	54500001	0.982892	0.986171	6	0	0
1	55000001	1.02543	0.986171	6	0	0
1	55500001	1.0235	0.986171	6	0	0
1	56000001	0.997979	0.986171	6	0	0
1	56500001	1.0154	0.986171	6	0	0
1	57000001	1.05221	0.986171	6	0	0
1	57500001	1.02598	0.986171	6	0	0
1	58000001	1.0423	0.986171	6	0	0
1	58500001	0.977088	0.986171	6	0	0
1	59000001	1.01955	0.986171	6	0	0
1	59500001	1.01393	0.986171	6	0	0
1	60000001	0.94549	0.986171	6	0	0
1	60500001	0.998251	0.986171	6	0	0
1	61000001	0.948017	0.986171	6	0	0
1	61500001	0.89358	0.986171	6	0	0
1	62000001	0.960149	0.986171	6	0	0
1	62500001	0.940114	0.986171	6	0	0
1	63000001	0.986187	0.986171	6	0	0
1	63500001	0.993782	0.986171	6	0	0
1	64000001	0.967393	0.986171	6	0	0
1	64500001	0.976483	0.986171	6	0	0
1	65000001	0.970464	0.986171	6	0	0
1	65500001	1.03689	0.986171	6	0	0
1	66000001	1.00272	0.986171	6	0	0
1	66500001	0.975638	0.986171	6	0	0
1	67000001	0.978356	0.986171	6	0	0
1	67500001	0.956515	0.986171	6	0	0
1	68000001	0.964514	0.986171	6	0	0
1	68500001	1.01735	0.986171	6	0	0
1	69000001	0.987139	0.986171	6	0	0
1	69500001	1.02275	0.986171	6	0	0
1	70000001	0.962906	0.986171	6	0	0
1	70500001	0.973546	0.986171	6	0	0
1	71000001	1.03945	0.986171	6	0	0
1	71500001	0.978748	0.986171	6	0	0
1	72000001	0.952274	0.986171	6	0	0
1	72500001	0.979379	0.986171	6	0	0
1	73000001	1.00313	0.986171	6	0	0
1	73500001	0.986953	0.986171	6	0	0
1	74000001	0.994898	0.986171	6	0	0
1	74500001	0.972225	0.986171	6	0	0
1	75000001	0.986726	0.986171	6	0	0
1	75500001	0.981247	0.986171	6	0	0
1	76000001	1.00379	0.986171	6	0	0
1	76500001	1.01725	0.986171	6	0	0
1	77000001	0.982674	0.986171	6	0	0
1	77500001	0.907481	0.986171	6	0	0
1	78000001	0.984286	0.986171	6	0	0
1	78500001	1.01369	0.986171	6	0	0
1	79000001	0.993843	0.986171	6	0	0
1	79500001	0.979858	0.986171	6	0	0
1	80000001	0.926642	0.986171	6	0	0
1	80500001	0.992141	0.986171	6	0	0
1	81000001	0.986155	0.986171	6	0	0
1	81500001	0.940187	0.986171	6	0	0
1	82000001	0.971501	0.986171	6	0	0
1	82500001	0.989256	0.986171	6	0	0
1	83000001	0.994004	0.986171	6	0	0
1	83500001	0.992447	0.986171	6	0	0
1	84000001	1.00597	0.986171	6	0	0
1	84500001	0.993223	0.986171	6	0	0
1	85000001	0.961735	0.986171	6	0	0
1	85500001	0.988537	0.986171	6	0	0
1	86000001	1.05465	0.986171	6	0	0
1	86500001	0.972109	0.986171	6	0	0
1	87000001	0.997879	0.986171	6	0	0
1	87500001	0.978818	0.986171	6	0	0
1	88000001	0.997381	0.986171	6	0	0
1	88500001	0.958526	0.986171	6	0	0
1	89000001	1.0375	0.986171	6	0	0
1	89500001	0.985593	0.986171	6	0	0
1	90000001	0.99504	0.986171	6	0	0
1	90500001	0.965429	0.986171	6	0	0
1	91000001	0.985651	0.986171	6	0	0
1	91500001	0.995	0.986171	6	0	0
1	92000001	0.960363	0.986171	6	0	0
1	92500001	0.957277	0.986171	6	0	0
1	93000001	0.958674	0.986171	6	0	0
1	93500001	0.986727	0.986171	6	0	0
1	94000001	1.01457	0.986171	6	0	0
1	94500001	1.02182	0.986171	6	0	0
1	95000001	1.01184	0.986171	6	0	0
1	95500001	0.997865	0.986171	6	0	0
1	96000001	1.02834	0.986171	6	0	0
1	96500001	0.969415	0.986171	6	0	0
1	97000001	0.97093	0.986171	6	0	0
1	97500001	1.00297	0.986171	6	0	0
1	98000001	1.00093	0.986171	6	0	0
1	98500001	1.02424	0.986171	6	0	0
1	99000001	1.01245	0.986171	6	0	0
1	99500001	0.974593	0.986171	6	0	0
1	100000001	0.968672	0.986171	6	0	0
1	100500001	0.995129	0.986171	6	0	0
1	101000001	0.987041	0.986171	6	0	0
1	101500001	0.985701	0.986171	6	0	0
1	102000001	1.01293	0.986171	6	0	0
1	102500001	0.952793	0.986171	6	0	0
1	103000001	0.98505	0.986171	6	0	0
1	103500001	1.08398	0.986171	6	0	0
1	104000001	1.00331	0.986171	6	0	0
1	104500001	0.971284	0.986171	6	0	0
1	105000001	0.938939	0.986171	6	0	0
1	105500001	0.968333	0.986171	6	0	0
1	106000001	0.961923	0.986171	6	0	0
1	106500001	0.979592	0.986171	6	0	0
1	107000001	0.966459	0.986171	6	0	0
1	107500001	0.989079	0.986171	6	0	0
1	108000001	0.999898	0.986171	6	0	0
1	108500001	0.945152	0.986171	6	0	0
1	109000001	0.972104	0.986171	6	0	0
1	109500001	0.968491	0.986171	6	0	0
1	110000001	1.02782	0.986171	6	0	0
1	110500001	0.990397	0.986171	6	0	0
1	111000001	1.00383	0.986171	6	0	0
1	111500001	1.07138	0.986171	6	0	0
1	112000001	1.01147	0.986171	6	0	0
1	112500001	0.949477	0.986171	6	0	0
1	113000001	0.967993	0.986171	6	0	0
1	113500001	0.999914	0.986171	6	0	0
1	114000001	0.959407	0.986171	6	0	0
1	114500001	0.945465	0.986171	6	0	0
1	115000001	1.008	0.986171	6	0	0
1	115500001	1.04546	0.986171	6	0	0
1	116000001	1.03395	0.986171	6	0	0
1	116500001	0.997961	0.986171	6	0	0
1	117000001	0.964964	0.986171	6	0	0
1	117500001	1.01924	0.986171	6	0	0
1	118000001	1.01235	0.986171	6	0	0
1	118500001	1.01154	0.986171	6	0	0
1	119000001	1.01836	0.986171	6	0	0
1	119500001	1.02063	0.986171	6	0	0
1	120000001	0.87327	0.986171	6	0	0
1	120500001	0.643118	0.643118	4	0	0
1	121000001	0.958182	0.959988	6	0	0
1	121500001	1.01151	0.959988	6	0	0
1	122000001	0.959988	0.959988	6	0	0
1	122500001	1.19838	1.24199	7	0	0
1	123000001	1.2856	1.24199	7	0	0
1	123500001	1.52614	1.52614	9	0	0
1	124000001	1.92075	1.92075	12	0	0
1	124500001	2.74717	2.74717	16	0	0
1	125000001	-1	-1	-1	0	0
1	125500001	-1	-1	-1	0	0
1	126000001	-1	-1	-1	0	0
1	126500001	-1	-1	-1	0	0
1	127000001	-1	-1	-1	0	0
1	127500001	-1	-1	-1	0	0
1	128000001	-1	-1	-1	0	0
1	128500001	-1	-1	-1	0	0
1	129000001	-1	-1	-1	0	0
1	129500001	-1	-1	-1	0	0
1	130000001	-1	-1	-1	0	0
1	130500001	-1	-1	-1	0	0
1	131000001	-1	-1	-1	0	0
1	131500001	-1	-1	-1	0	0
1	132000001	-1	-1	-1	0	0
1	132500001	-1	-1	-1	0	0
1	133000001	-1	-1	-1	0	0
1	133500001	-1	-1	-1	0	0
1	134000001	-1	-1	-1	0	0
1	134500001	-1	-1	-1	0	0
1	135000001	-1	-1	-1	0	0
1	135500001	-1	-1	-1	0	0
1	136000001	-1	-1	-1	0	0
1	136500001	-1	-1	-1	0	0
1	137000001	-1	-1	-1	0	0
1	137500001	-1	-1	-1	0	0
1	138000001	-1	-1	-1	0	0
1	138500001	-1	-1	-1	0	0
1	139000001	-1	-1	-1	0	0
1	139500001	-1	-1	-1	0	0
1	140000001	-1	-1	-1	0	0
1	140500001	-1	-1	-1	0	0
1	141000001	-1	-1	-1	0	0
1	141500001	-1	-1	-1	0	0
1	142000001	-1	-1	-1	0	0
1	142500001	-1	-1	-1	0	0
1	143000001	-1	-1	-1	0	0
1	143500001	1.01159	0.986109	6	0	0
1	144000001	0.998032	0.986109	6	0	0
1	144500001	0.978178	0.986109	6	0	0
1	145000001	1.08202	0.986109	6	0	0
1	145500001	0.966579	0.986109	6	0	0
1	146000001	0.954531	0.986109	6	0	0
1	146500001	0.947306	0.986109	6	0	0
1	147000001	0.974086	0.986109	6	0	0
1	147500001	0.954493	0.986109	6	0	0
1	148000001	0.987491	0.986109	6	0	0
1	148500001	1.0888	0.986109	6	0	0
1	149000001	1.06342	0.986109	6	0	0
1	149500001	1.01677	0.986109	6	0	0
1	150000001	0.930935	0.986109	6	0	0
1	150500001	0.94063	0.986109	6	0	0
1	151000001	0.969649	0.986109	6	0	0
1	151500001	0.999453	0.986109	6	0	0
1	152000001	1.05025	0.986109	6	0	0
1	152500001	0.951488	0.986109	6	0	0
1	153000001	1.05259	0.986109	6	0	0
1	153500001	0.949185	0.986109	6	0	0
1	154000001	0.942019	0.986109	6	0	0
1	154500001	0.960035	0.986109	6	0	0
1	155000001	0.967112	0.986109	6	0	0
1	155500001	0.940552	0.986109	6	0	0
1	156000001	0.986109	0.986109	6	0	0
1	156500001	1.0031	0.986109	6	0	0
1	157000001	1.02808	0.986109	6	0	0
1	157500001	1.01937	0.986109	6	0	0
1	158000001	0.969919	0.986109	6	0	0
1	158500001	1.04106	0.986109	6	0	0
1	159000001	0.981355	0.986109	6	0	0
1	159500001	1.01786	0.986109	6	0	0
1	160000001	0.970669	0.986109	6	0	0
1	160500001	1.01114	0.986109	6	0	0
1	161000001	1.03845	0.986109	6	0	0
1	161500001	1.06173	0.986109	6	0	0
1	162000001	0.967244	0.95484	6	0	0
1	162500001	0.963972	0.95484	6	0	0
1	163000001	0.987599	0.95484	6	0	0
1	163500001	0.957577	0.95484	6	0	0
1	164000001	0.964988	0.95484	6	0	0
1	164500001	0.917373	0.95484	6	0	0
1	165000001	0.996223	0.95484	6	0	0
1	165500001	0.897225	0.95484	6	0	0
1	166000001	0.951866	0.95484	6	0	0
1	166500001	0.985463	0.95484	6	0	0
1	167000001	0.954661	0.95484	6	0	0
1	167500001	0.941032	0.95484	6	0	0
1	168000001	0.970737	0.95484	6	0	0
1	168500001	0.972413	0.95484	6	0	0
1	169000001	0.937801	0.95484	6	0	0
1	169500001	0.968983	0.95484	6	0	0
1	170000001	0.973709	0.95484	6	0	0
1	170500001	0.954825	0.95484	6	0	0
1	171000001	0.941787	0.95484	6	0	0
1	171500001	0.913103	0.95484	6	0	0
1	172000001	0.986329	0.95484	6	0	0
1	172500001	0.994601	0.95484	6	0	0
1	173000001	0.974403	0.95484	6	0	0
1	173500001	0.926493	0.95484	6	0	0
1	174000001	0.925496	0.95484	6	0	0
1	174500001	0.929142	0.95484	6	0	0
1	175000001	0.952058	0.95484	6	0	0
1	175500001	0.950475	0.95484	6	0	0
1	176000001	0.904457	0.95484	6	0	0
1	176500001	0.998577	0.95484	6	0	0
1	177000001	0.971813	0.95484	6	0	0
1	177500001	0.954856	0.95484	6	0	0
1	178000001	0.928751	0.95484	6	0	0
1	178500001	0.933897	0.95484	6	0	0
1	179000001	0.908578	0.95484	6	0	0
